case_id,structure,overall_relevance,chunk_scores_json,retrieval_rationale,model
51,single_rag,3.0,"[{""chunk_id"": ""who_depression__s5__c1"", ""relevance"": 2, ""note"": ""Provides general advice on seeking help but does not directly address the client's specific issue of self-harm triggered by sadness.""}, {""chunk_id"": ""who_depression__s5__c0"", ""relevance"": 3, ""note"": ""Offers suggestions for self-care that might be helpful but is too broad to specifically address the client's situation.""}, {""chunk_id"": ""nimh_depression__s6__c0"", ""relevance"": 1, ""note"": ""Discusses general information about depression and its impact but does not provide specific guidance on managing triggers for self-harm.""}]","The retrieved chunks offer general advice on seeking help and self-care practices, which are relevant to the client's situation. However, they do not specifically address how to manage self-harm triggered by sadness or depressive thoughts.",qwen2.5:14b
356,single_rag,3.0,"[{""chunk_id"": ""who_depression__s5__c1"", ""relevance"": 2, ""note"": ""Provides general advice on seeking help but does not directly address the client's specific situation.""}, {""chunk_id"": ""who_depression__s4__c0"", ""relevance"": 3, ""note"": ""Discusses treatment options for depression which could be relevant to the client's emotional state.""}, {""chunk_id"": ""who_depression__s5__c0"", ""relevance"": 2, ""note"": ""Offers self-care tips that might help with general well-being but not specifically addressing moving on from a relationship. ""}]","The chunks provide general advice on seeking help and managing depression symptoms, which could be relevant to the client's emotional state. However, they do not directly address how to move on from a specific romantic situation.",qwen2.5:14b
165,single_rag,3.0,"[{""chunk_id"": ""nimh_anxiety__s6__c0"", ""relevance"": 5, ""note"": ""Directly addresses the impact of anxiety on daily life activities.""}, {""chunk_id"": ""nimh_anxiety__s2__c0"", ""relevance"": 4, ""note"": ""Provides a definition and types of anxiety disorders that may relate to everyday stressors.""}, {""chunk_id"": ""nimh_anxiety__s11__c0"", ""relevance"": 2, ""note"": ""Offers additional resources but not directly relevant to the client's specific concerns about everyday stressors.""}]",The first two chunks are highly relevant as they discuss how anxiety can affect daily life activities and provide a definition of anxiety disorders. The third chunk offers general resources rather than addressing the client’s specific concerns.,qwen2.5:14b
692,single_rag,2.0,"[{""chunk_id"": ""who_depression__s5__c0"", ""relevance"": 1, ""note"": ""Provides general advice on self-care but not directly related to the client's specific issue.""}, {""chunk_id"": ""nimh_anxiety__s2__c0"", ""relevance"": 3, ""note"": ""Discusses anxiety disorders and their symptoms which might be relevant as the client feels her husband’s behavior is affecting her mental state.""}, {""chunk_id"": ""nimh_anxiety__s6__c0"", ""relevance"": 1, ""note"": ""Provides statistics on anxiety disorders but not directly related to the client's specific issue.""}]","The retrieved chunks discuss general self-care and anxiety disorders. While they provide some context, they do not specifically address the client's concern about her husband’s lack of trust or the repetitive nature of their marital issues.",qwen2.5:14b
849,single_rag,0.0,"[{""chunk_id"": ""who_depression__s4__c3"", ""relevance"": 0, ""note"": ""Irrelevant to the client's question about ignoring others and coming to conclusions on their own terms.""}, {""chunk_id"": ""who_depression__s0__c0"", ""relevance"": 0, ""note"": ""Irrelevant to the client's question about ignoring others and coming to conclusions on their own terms.""}, {""chunk_id"": ""who_depression__s6__c2"", ""relevance"": 0, ""note"": ""Irrelevant to the client's question about ignoring others and coming to conclusions on their own terms.""}]",None of the retrieved chunks address the specific advice given in the client's question regarding ignoring others or allowing them to come to conclusions independently.,qwen2.5:14b
146,single_rag,4.0,"[{""chunk_id"": ""nimh_anxiety__s2__c0"", ""relevance"": 5, ""note"": ""Directly addresses anxiety and its normality in therapy settings.""}, {""chunk_id"": ""nimh_anxiety__s11__c0"", ""relevance"": 3, ""note"": ""Provides additional resources but not directly relevant to the client's question.""}, {""chunk_id"": ""nimh_anxiety__s0__c0"", ""relevance"": 2, ""note"": ""General information about the source without specific content related to the client's query.""}]",The first chunk is highly relevant as it directly addresses anxiety in therapy settings and provides context for normal feelings of nervousness. The other chunks offer additional resources or general information but are less directly pertinent.,qwen2.5:14b
500,single_rag,2.0,"[{""chunk_id"": ""nimh_anxiety__s6__c0"", ""relevance"": 3, ""note"": ""Discusses anxiety disorders and their impact on daily life, which could relate to the client's concerns.""}, {""chunk_id"": ""who_depression__s2__c3"", ""relevance"": 1, ""note"": ""Mentions symptoms like decreased need for sleep and distractibility, but not directly relevant to the client's situation.""}, {""chunk_id"": ""nimh_depression__s11__c1"", ""relevance"": 0, ""note"": ""Focuses on depression during pregnancy or postpartum, which is not applicable here.""}]",The chunks provide general information about anxiety and depression but do not directly address the client's specific concerns about monitoring their partner's behavior.,qwen2.5:14b
808,single_rag,2.0,"[{""chunk_id"": ""who_depression__s5__c0"", ""relevance"": 3, ""note"": ""Provides general self-care advice which could be useful but not directly addressing the client's specific issue of relationship patterns.""}, {""chunk_id"": ""nimh_depression__s10__c0"", ""relevance"": 2, ""note"": ""Offers help and support resources but does not address the client's specific problem with relationships.""}, {""chunk_id"": ""nimh_anxiety__s10__c0"", ""relevance"": 2, ""note"": ""Similar to NIMH Depression, offers help and support resources without addressing the client's issue of relationship patterns.""}]",The retrieved chunks provide general advice on self-care and finding support but do not directly address the specific issue of why the client keeps getting into relationships with men in bad situations.,qwen2.5:14b
354,single_rag,1.0,"[{""chunk_id"": ""who_depression__s5__c1"", ""relevance"": 1, ""note"": ""Provides general advice on seeking help but not directly related to relationship decisions.""}, {""chunk_id"": ""who_depression__s5__c0"", ""relevance"": 1, ""note"": ""Offers self-care tips that could be relevant if the client is experiencing depression due to the relationship but not directly about decision-making.""}, {""chunk_id"": ""nimh_depression__s9__c0"", ""relevance"": 1, ""note"": ""Contains general information on depression but no specific advice for relationship decisions.""}]","The retrieved chunks provide general guidance on seeking help and self-care which could be relevant if the client is experiencing depression due to their relationship. However, none of them directly address how to make a decision about ending a relationship.",qwen2.5:14b
934,single_rag,2.0,"[{""chunk_id"": ""nimh_depression__s2__c0"", ""relevance"": 1, ""note"": ""Discusses depression but does not address crying in therapy.""}, {""chunk_id"": ""who_depression__s4__c1"", ""relevance"": 1, ""note"": ""Focuses on treatment methods for depression and does not discuss crying during therapy.""}, {""chunk_id"": ""who_depression__s1__c0"", ""relevance"": 1, ""note"": ""Provides general information about depression but does not address the question of crying in therapy.""}]",None of the retrieved chunks directly address whether it is normal for people to cry during therapy. They provide general information on depression and its treatment.,qwen2.5:14b
